,original,name,price,link,image,contact,ownerName,city,district,unit,standardPrice
4805,lemon,Lemon onyx,5,hamza-gems-jaipur/natural-onyx-marble.html,https://5.imimg.com/data5/ANDROID/Default/2022/12/XM/RT/HE/180884602/product-jpeg-125x125.jpg,8043891521,Hamza Gems,Jaipur,,Kg,5/Kg
4806,lemon,Bullsone VOGUE - Lemon,270,shahji-associates/lime-n-lemon.html,https://5.imimg.com/data5/ANDROID/Default/2022/6/TK/JA/OB/4251367/product-jpeg-125x125.jpg,8046056060,Shahji Associates,New Delhi,,Piece,270/Piece
4807,lemon,"Fresh Green Lemon For Export Purpose, Packaging Type: Carton",1,krushirjainternational/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2021/3/KK/IU/IK/29495276/a-grade-export-quality-green-lemon-125x125.jpg,8047639422,Krushirja International,Navi Mumbai,Thane,PIECE,1/PIECE
4808,lemon,"A Grade Pan India Natural Green Fresh Lemon, Packaging Size: 5 Kg, Packaging Type: Carton",290,sk-royal-industries/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/10/GL/SY/GS/156307736/1-125x125.jpg,8043862759,SK Royal Industries,Agra,,Kg,290/Kg
4809,lemon,"A Grade Pan India Garden Fresh Lemon, Packaging Type: Plastic Bag",40,sf-traders/fresh-vegetables.html,https://4.imimg.com/data4/DB/HR/MY-7467985/fresh-lemon-125x125.jpg,8046044407,F A Traders,Hassan,,Kilogram,40/Kilogram
4810,lemon,Gandharaj Lemon,255,freshanddirect/vegetables.html,https://4.imimg.com/data4/OI/FG/MY-7941396/gandharaj-lemon-125x125.jpg,8046050536,The Middle Man,Kolkata,,Kilogram,255/Kilogram
4811,lemon,Citrus limonum,,lalaessentialoils/,https://5.imimg.com/data5/WL/AW/MY-1440901/citrus-limonum-125x125.jpg,8046045125,"Lala Jagdish Prasad & Company, Kanpur",Kanpur,Kanpur Nagar,,
4812,lemon,"A Grade Green Lemon, Packaging Type: PP Bag",100,ktinternational-amravati/green-lemon.html,https://5.imimg.com/data5/SELLER/Default/2022/8/NE/EY/KJ/84358819/lemn-125x125.png,8047622760,KT International,Amravati,,Kg,100/Kg
4813,lemon,"Maharashtra A Grade Green Lemon, Packaging Size: 6.5 kg, Packaging Type: Carton",260,swara-agrotech-nashik/a-grade-lemon.html,https://5.imimg.com/data5/SELLER/Default/2022/1/TM/VM/MB/64352175/a-grade-green-lemon-125x125.jpg,7942551240,SWARA AGROTECH,Nashik,,Bag,260/Bag
4814,lemon,"A Grade Pan India Organic Green Lemon, Packaging Type: Carton",15,a-star-international-kopargaon/organic-green-lemon.html,https://5.imimg.com/data5/NSDMERP/Default/2021/6/LH/LN/SN/91000693/lemon-1623132507200-125x125.jpg,8047626079,A Star International,Kopargaon,Ahmed Nagar,kg,15/kg
4815,lemon,Fresh Lemon,38,shivamenterprises-agra/fresh-vegetables.html,https://3.imimg.com/data3/YO/CV/MY-951402/lemon-125x125.jpg,8047636521,Shivam Trading Co.,Agra,,Kilogram(s),38/Kilogram(s)
4816,mango,"Sweet Badami Mangoes, Carton, Packaging Size: 5 Kg",100,sapphire-agro-tech/fresh-fruits.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/QC/GH/DF/135721374/product-jpeg-125x125.jpg,8047548657,Sapphire Agro Tech,Pune,,Kg,100/Kg
4817,mango,"Green Fresh Chaunsa Mango, Carton, Packaging Size: 5 Kg",160,agrilane-private-limited/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/9/NY/HN/TG/159824908/chausa-3-125x125.jpeg,8047547241,Agrilane Private Limited,Thane,,Kg,160/Kg
4818,mango,"A Grade Fresh Sindura Mango, Loose",120,ysrenterprises/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/3/LH/SY/NZ/43097283/sindhura-mango-1-125x125.jpg,8048266620,YSR Enterprises,Chittoor,,Kg,120/Kg
4819,mango,Raw Rajpuri Mango,75,shreeji-mango-farm/,https://5.imimg.com/data5/ANDROID/Default/2021/4/KC/AS/TS/4057379/img-20210322-wa0070-jpg-125x125.jpg,8048604341,Shreeji Mango (Farm),Surat,,Kilogram,75/Kilogram
4820,mango,Yellow A Grade Fresh Alphonso Mangoes,100,ycfresh/fresh-fruits.html,https://5.imimg.com/data5/ON/BK/XN/SELLER-14274066/ripened-mango-fruits-125x125.jpg,7942564146,YC Fresh,Ahmedabad,,Kg,100/Kg
4821,mango,"Benishan Green Oraganic Banana Mango, Carton",90,basundhara-plant-nursery/outdoor-plants.html,https://5.imimg.com/data5/SELLER/Default/2022/9/HJ/UL/ML/123000844/new-product-125x125.jpeg,8043891242,Basundhara Plant Nursery,Basirhat,North 24 Parganas,Piece,90/Piece
4822,mango,Well Watered Red Cenkmay Mango Plant,622,applebertarafdarnursery/mango-plant.html,https://5.imimg.com/data5/GLADMIN/Default/2022/11/QZ/WY/AJ/51190030/miyazaki-mango-plant-125x125.jpg,7942538159,Apple Ber Tarafdar Nursery,North 24 Parganas,,Piece,622/Piece
4823,mango,Red Miyazaki Japani,1500,kgn-food-beverages/mango-plant.html,https://5.imimg.com/data5/ANDROID/Default/2021/7/ND/ST/SL/91637823/screenshot-20210726-134416-facebook-jpg-125x125.jpg,8048619585,K. G. N Food & Beverages,Basirhat,North 24 Parganas,Piece,"1,500/Piece"
4824,mango,"Yellow Kesar Mango, Carton",100,panchal-enterprise/kesar-mango.html,https://5.imimg.com/data5/SELLER/Default/2021/4/CX/TS/RH/38382785/pngaaa-com-1777125-125x125.png,8048960936,Panchal Enterprise,Surat,,Kg,100/Kg
4825,mango,Mango,80,adinathglobalexports/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/2/VB/BZ/KQ/3164894/mango-125x125.png,7942558343,Adinath Trading Company ( Atc ),New Delhi,,Kg,80/Kg
4826,mango,Yellow Benana mango,200,andaztrading/hapus-and-alphonso-mango.html,https://5.imimg.com/data5/ANDROID/Default/2022/8/GE/FT/ZL/151678650/product-jpeg-125x125.jpg,8043858415,Andaz Trading,Kolkata,,Piece,200/Piece
4827,mango,"Yellow Fresh imported Plum mango, Carton, Packaging Size: 10 Kg",900,multistarexports/,https://5.imimg.com/data5/ANDROID/Default/2023/1/YG/MO/FY/10368843/product-jpeg-125x125.jpg,8046058792,Multi Star Exports,Chennai,,Kg,900/Kg
4828,mango,"Green A Grade Fresh Neelam Mango, Carton, Packaging Size: 5 Kg",160,massagro/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2021/10/TA/GR/ZF/72283200/whatsapp-image-2021-10-19-at-11-00-21-am-125x125.jpeg,8048265175,Maas Agro Llp,Erode,,Kg,160/Kg
4829,mango,Yellow Alphonso Mango Senthoora Mangoes( Bulk Quantity & Export Inquiries Only),79.65,mithuna-foods/fresh-fruit.html,https://5.imimg.com/data5/OK/PG/MY-5158094/senthoora-mangoes-125x125.jpg,8047631629,Mithuna Foods,Chennai,,Kilogram,79.65/Kilogram
4830,mango,Fresh Alphonso Mango,100,dharsiniexports/fresh-fruits.html,https://5.imimg.com/data5/JL/JN/NU/ANDROID-1600400/product-jpeg-125x125.jpg,8048609802,Dharsini Exports,Coimbatore,,Kilogram,100/Kilogram
4831,mango,"Yellow A Grade Mango, Packaging Size: 7.2 kg",40,sgstardrinks/,https://5.imimg.com/data5/ANDROID/Default/2021/9/ZF/AW/HJ/1042567/product-jpeg-125x125.jpg,8048265460,S.G. Star Drinks Private Limited,Sonipat,,Piece,40/Piece
4832,mango,"Yellow A Grade How To Import Mango From India, Carton, Packaging Size: 3 Kg",400,universaltechnologysolutionsandservices/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2023/2/ER/EG/EO/42519708/how-to-import-mango-from-india-125x125.jpg,8048604375,UNIVERSAL TECHNOMECH,Rajkot,,Kg,400/Kg
4833,mango,"Green Mango, Packaging Size: 10 Kg",90,prasannalakshminurseries/hapus-and-alphonso-mango.html,https://5.imimg.com/data5/ANDROID/Default/2022/11/GU/WD/VA/4678908/product-jpeg-125x125.jpg,8047630149,Prasanna Lakshmi Nurseries,Rajahmundry,East Godavari,Piece,90/Piece
4834,mango,"Alphonso Mango Yellow Mangoes, Crate, Packaging Size: 10 Kg",80,shaktishipping/gulkand-super-tower.html,https://3.imimg.com/data3/BJ/XG/MY-108005/mangoes-125x125.jpg,8046052752,Shakti Shipping International,Jamnagar,,Kilogram(s),80/Kilogram(s)
4835,mango,"Yellow Govindavog Mango, Packaging Type: Carot Packing, Size: 25kg Carot",45,dipak-coconut-exportimport/metal-and-concrete-nail.html,https://5.imimg.com/data5/ANDROID/Default/2022/5/PK/GP/PU/112632533/prod-20220517-1011075575496981410470086-jpg-125x125.jpg,8047314066,Dipak Coconut Export & Import,Midnapore,West Midnapore,Kg,45/Kg
4836,mango,Yellow Fresh Alphonso Mangoes,,bk-international-pune/hapus-and-alphonso-mango.html,https://5.imimg.com/data5/ANDROID/Default/2022/3/BU/CN/AU/29630129/product-jpeg-125x125.jpg,8047639391,B.k. International,Pune,,,
4837,mango,"Red Egg of sun Miazaki Mango, Plastic Bag, Packaging Size: 5 Kg",,shantinursery/fresh-mango.html,https://5.imimg.com/data5/ANDROID/Default/2021/8/LI/SP/KI/9772510/product-jpeg-125x125.jpg,8048953409,Shanti Nursery,Kolkata,,Tonne,
4838,mango,"A Grade Fresh Mango Fruit, Crate, Packaging Size: 20 Kg",,neumec-exim/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2023/2/ZC/RQ/XQ/58575982/129-125x125.jpg,7942823265,NEUMEC EXIM PRIVATE LIMITED,Mumbai,,Packet,
4839,mango,Ratnagiri Alphonso Mango,140,reliablebiotechnologies/,https://5.imimg.com/data5/ANDROID/Default/2022/9/AH/YM/UQ/19185541/product-jpeg-125x125.jpg,7942536101,Reliable Bio Technologies,Jabalpur,,Piece,140/Piece
4840,mango,Kesar Mango,120,drastikonresearch-development/kesar-mango.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/YA/LG/BV/9117205/product-jpeg-125x125.jpg,8047314355,Drashtikon Enterprise,Talala,Junagadh,Kg,120/Kg
4841,mango,"MANGO SWEET YELLOW / KESAR YELLOW, PLASTIC JAR, Packaging Size: 1 KG",360,jaisindhsalescentre/food-color.html,https://5.imimg.com/data5/SELLER/Default/2022/7/YG/IM/UR/7256538/mango-sweet-yellow-and-kesar-yellow-1-kg-125x125.jpeg,8046063502,Jai Sindh Sales Centre,Ahmedabad,,Kg,360/Kg
4842,mango,"Natural Fresh Alphonso Mango, Carton, Packaging Size: 10 Kg",250,godavarirealisticagroexports/fresh-fruit.html,https://5.imimg.com/data5/ANDROID/Default/2021/4/DB/AO/RE/13408537/prod-20210423-1744295477973058209175582-jpg-125x125.jpg,8048980006,Godavari Realistic Agro Exports Pvt. Ltd.,Nashik,,Kg,250/Kg
4843,mango,Devgad Alphonso Mango,1200,shreedhanpackersmovers/hapus-and-alphonso-mango.html,https://5.imimg.com/data5/ANDROID/Default/2023/3/292878113/OQ/RT/SD/39059598/product-jpeg-125x125.jpg,8048613531,Shreedhan Packers & Movers,Pune,,Dozen,"1,200/Dozen"
4844,mango,"Green Natural Himayat Mango, Crate, Packaging Size: 20 Kg",115,lablinetradingco/,https://5.imimg.com/data5/ANDROID/Default/2021/4/LV/MC/UP/31564087/product-jpeg-125x125.jpg,8048619489,Labline Trading Co.,Hyderabad,,Kg,115/Kg
4845,mango,"Green Fresh Alphonso Mango For Export Purpose, Carton, Packaging Size: 20 Kg",200,krushirjainternational/fresh-fruit.html,https://5.imimg.com/data5/SELLER/Default/2021/3/HT/LY/RG/29495276/fresh-alphonso-mango-125x125.jpg,8047639422,Krushirja International,Navi Mumbai,Thane,Kg,200/Kg
4846,mango,Kesar Mango,200,harsiddhiagritech/mango-plant.html,https://5.imimg.com/data5/ANDROID/Default/2021/12/TM/FQ/PW/5985970/product-jpeg-125x125.jpg,7942549303,Harsiddhi Agritech,Anand,,Piece,200/Piece
4847,mango,Yellow Ratnagiri Alphonso Mangoes,7500,rajveer-enterprisessatara/,https://5.imimg.com/data5/ANDROID/Default/2022/3/YS/KS/OE/13982847/product-jpeg-125x125.jpg,8046038809,Rajveer Enterprises,Satara,,Box,"7,500/Box"
4848,mango,Jalaram Foods Green Kesar Mango,120,jalaram-foods-maharashtra/mango.html,https://5.imimg.com/data5/ANDROID/Default/2021/4/LI/VC/VU/4471450/product-jpeg-125x125.jpg,8048963095,Jalaram Foods,Mumbai,,Box,120/Box
4849,mango,"Yellow Alphonso Mango, Carton, Packaging Size: 5 Kg",85,deepak-import-and-export/organic-vegetable.html,https://5.imimg.com/data5/SELLER/Default/2022/11/TD/KI/MO/40452634/alphonso-mango-125x125.jpg,8047636990,Deepak Hanumant Sagat,Pune,,Kg,85/Kg
4850,mango,"JUMBO KESAR MANGO PLANT, For Fruits",500,ambicaagro/mango-plants-b.html,https://5.imimg.com/data5/SELLER/Default/2022/8/JF/FZ/EX/9105670/jumbo-kesar-mango-plant-125x125.jpg,7942564909,Shayona Biotech Private Limited,Anand,,Piece,500/Piece
4851,mango,"Green Fresh Totapuri Mango, Crate, Packaging Size: 10 Kg",50,elmechpowercontrols/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/5/BR/LV/WA/9835370/whatsapp-image-2022-05-04-at-9-23-09-am-1--125x125.jpeg,8046077576,Elmech Power Controls,Nashik,,Kg,50/Kg
4852,mango,"Natural Himayat Mango, Packaging Type: Carton",30,khadimalinursery-lucknow/fresh-mango-fruits.html,https://3.imimg.com/data3/NY/AX/MY-8310655/mango-125x125.jpg,8048954051,Khadim Trading,Lucknow,,Kilogram,30/Kilogram
4853,mango,"Red A Grade Taiwan Apple Mango/irwin Mango/keitt Mango Plant, Plastic Bag",1050,oldnurserynizamuddinrataul/mango-plant.html,https://5.imimg.com/data5/ANDROID/Default/2021/9/SN/WW/IN/57868019/prod-20210901-1708508628671251314204300-jpg-125x125.jpg,8048951129,Old Nursery Nizamuddin Rataul,Baghpat,Bagpat,Piece,"1,050/Piece"
4854,mango,Fresh Mango Badami Export,300,shafrozenfruits/hapus-and-alphonso-mango.html,https://5.imimg.com/data5/ANDROID/Default/2022/2/ZO/XY/IJ/29350013/product-jpeg-125x125.jpg,7942541050,M/S. Sha Frozen Fruits,Hyderabad,,Dozen,300/Dozen
4855,mango,"Yellow A Grade Farm Fresh Export Mango's, Packaging Type: Carton, Packaging Size: 5 Kg",685,muscat-trading-co/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/4/QV/UV/LM/53403051/fresh-mango-125x125.jpg,8048618905,Muscat Trading Company & Services (MTCO),Coimbatore,,Box,685/Box
4856,mango,"Yellow Mango, Packaging Size: 20 Kg",300,anvishaenterprises/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/12/AL/VU/YC/36461673/alphonso-mangoes-125x125.jpeg,8045908342,Anvisha Enterprises,Nashik,,Dozen,300/Dozen
4857,mango,Ratnagiri Alphanso Mango,550,princewearhomeappliances/,https://5.imimg.com/data5/ANDROID/Default/2021/3/XF/UP/EY/34748609/product-jpeg-125x125.jpg,8048606878,Prince Ware Home Appliances,Ratnagiri,,Dozen,550/Dozen
4858,mango,"Half ripe Natural Badaami-Mango, Carton, Packaging Size: 3kg",45,farheenfruitscompany/fresh-fruits.html,https://5.imimg.com/data5/MH/BN/OS/ANDROID-24719169/product-jpeg-125x125.jpg,8046045552,Farheen Fruits Company,Kolkata,,Kilogram,45/Kilogram
4859,mango,"Well Watered Green Alphonso Mango American Plants, Crate",90,krishi-jeevni-genetics/mango-plant.html,https://5.imimg.com/data5/SELLER/Default/2020/11/CF/PB/XU/74736740/alphanso-mango-tissue-culture-plants-3-125x125.jpg,8046041522,Krishi Jeevni Genetics,Hardoi,,Piece,90/Piece
4860,mango,"Green Brunai King Mango, Packaging Size: PCS",400,bmagriculture/hapus-and-alphonso-mango.html,https://5.imimg.com/data5/SELLER/Default/2020/8/AS/WU/RA/18505715/img-20200719-wa0009-1--125x125.jpg,8048956051,B.M.Enterprise,Barasat,North 24 Parganas,Piece,400/Piece
4861,mango,"Yellow Alphonso Mango, Carton",800,mauli-threads/alphonso-mangoes.html,https://5.imimg.com/data5/ANDROID/Default/2022/4/DL/MD/XX/82515237/product-jpeg-125x125.jpg,7942557906,Mauli Threads,Ichalakaranji,Kolhapur,Dozen,800/Dozen
4862,mango,Green Mango,100,shreeganeshfrozenfoods/green-mango.html,https://3.imimg.com/data3/KW/JL/MY-200872/green-mango-125x125.jpg,8048972780,Shree Ganesh Frozen Foods Private Limited,Ghaziabad,,KG,100/KG
4863,mango,Mango,200,nagaexports/fresh-fruits.html,https://5.imimg.com/data5/YQ/LO/MY-3966004/mango-125x125.jpg,8048604888,Kesco Organics Exports,Coimbatore,,Kilogram,200/Kilogram
4864,mango,"Yellow A Grade Dashahari Mangoes, Crate",60,ranas-kingdom/green-mango.html,https://5.imimg.com/data5/ANDROID/Default/2022/5/SD/ZK/DQ/65966306/product-jpeg-125x125.jpg,8047633811,Rana's Kingdom,Agra,,Kilogram,60/Kilogram
4865,mango,"Alphonso Mango Yellow Mangoes, Carton, Packaging Size: 10 Kg",60,goldway-new-delhi/fruits.html,https://5.imimg.com/data5/ANDROID/Default/2023/1/DE/ML/XW/41996727/product-jpeg-125x125.jpg,8047674093,Goldway,New Delhi,,Kg,60/Kg
4866,mango,"Yellow Badami Mango, Carton, Packaging Size: 10 Kg",125,fizansglobalexports/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2021/5/OV/IO/XB/5732509/badami-mango-125x125.jpg,7942557451,Fizans Golbal Exports,Bengaluru,,Kg,125/Kg
4867,mango,"Yellow Mango 200 Ml, Packaging Size: 24 pieces",165,wow-foods-and-beverages/mango-juice.html,https://5.imimg.com/data5/ANDROID/Default/2022/7/AE/OU/WW/99167671/product-jpeg-125x125.jpg,7942548397,Wow Foods And Beverages,Jalpaiguri,,Carton,165/Carton
4868,mango,Yellow Sindhura Mango,89,suga-mart/fresh-mango.html,https://3.imimg.com/data3/JT/TI/MY-2621199/balamani-sindhura-mango-125x125.jpg,8046055866,Suga Mart,Chennai,,Kilogram,89/Kilogram
4869,mango,"Yellow Kishmish Mango, Packaging Size: 10 Kg",480,pabrejaimpex/flavored-nuts.html,https://5.imimg.com/data5/SELLER/Default/2022/12/XJ/JM/DU/80008854/kishmish-mango-125x125.jpg,8048972071,Pabreja Impex,Delhi,,Kg,480/Kg
4870,mango,"Yellow Ratnagiri Alphonso Mangoes, Carton, Packaging Size: 5 Kg",180,ozias-industries-private-limited/mango-pulp.html,https://5.imimg.com/data5/SELLER/Default/2022/6/EC/QY/EU/25022255/ratnagiri-alphonso-mangoes-125x125.jpg,8047649110,Ozias Industries Private Limited,Surat,,Dozen,180/Dozen
4871,mango,Alphonso Ratnagiri Mango For Export On Carton Box,45,nizamexports/mango.html,https://5.imimg.com/data5/IOS/Default/2021/3/WP/RU/GE/56140060/product-jpeg-125x125.png,8047634751,Nizam Exports,Chennai,,Kg,45/Kg
4872,onion,"Summmer crop A Grade Pink Garva Onion (Summer Crop), For Human Consumption, Packaging Size: 2kg to 50kg",11,marinerinternational/pink-onion.html,https://5.imimg.com/data5/XW/MO/SD/SELLER-33710641/pink-onion-125x125.jpg,8048975512,SS-Mariner International Private Limited,Nashik,,Kg,11/Kg
4873,onion,"A Grade Dry Fresh Nashik Onion, HDPE Bag, Onion Size Available: Large",13,maatarafruitscompany/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/9/EI/QQ/DO/45117192/fresh-nashik-onion-125x125.jpg,8048987287,Maa Tara Fruits Company,Shimla,,Kg,13/Kg
4874,onion,"A Grade Maharashtra Orgain Red Onion, Net Bag, Packaging Size: 50 Kg",10.5,datta-krupa-food-industries-private-limited/onion.html,https://5.imimg.com/data5/SELLER/Default/2023/1/AT/FG/CF/74983603/orgain-red-onion-125x125.jpeg,8048964042,Datta Krupa Food Industries Private Limited,Nagpur,,Kg,10.50/Kg
4875,onion,"A Grade Dried Yellow Onion, Packaging Size: 50 Kg",32,jatin-enterprises/fresh-onion.html,https://5.imimg.com/data5/XP/NW/PY/SELLER-7722146/yellow-onion-125x125.jpg,8048618545,Jatin Enterprises,Pratapgarh,Chittorgarh,Kilogram,32/Kilogram
4876,onion,"A Grade Maharashtra Fresh Red Onion, Mesh Bag, Onion Size Available: Large",14.7,maza-ind/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/11/FU/UH/JP/56889112/onion-seeds-125x125.jpg,8043890742,Maza Ind,Himatnagar,Sabarkantha,Kg,14.70/Kg
4877,onion,50 kg Red Onion,12.00,vajreshwarienterprisescorp/red-onion.html,https://5.imimg.com/data5/ANDROID/Default/2023/3/292056506/CK/TG/CE/88102800/product-jpeg-125x125.jpg,8047676688,Vajreshwari Enterprises And Corp,Nashik,,Kg,12/Kg
4878,onion,"A Grade Maharashtra Nashik Onions Export, For Human Consumption, Platic and jute bag paking",11.50,jaydevagrointernational/fresh-red-onions.html,https://5.imimg.com/data5/ANDROID/Default/2023/1/WQ/EB/NC/99938353/product-jpeg-125x125.jpg,8048950054,Jaydev Agro International Export Company,Pune,,Kg,11.50/Kg
4879,onion,"A Grade Dry Fresh Red Onion, Gunny Bag, Onion Size Available: Medium",6,deltafiia-farmers-producer/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2021/4/SM/EV/QV/60419166/red-onion-1--125x125.jpg,8046040391,Deltafiia Farmers Producer Company Limited,Nashik,,Kg,6/Kg
4880,onion,"Dried Onion Super Red and, Packaging Size: 50 kg Bag",12,varn-agrochem/red-onino.html,https://5.imimg.com/data5/ANDROID/Default/2022/5/EL/RB/HT/53037511/prod-20220516-1624121800916485735313383-jpg-125x125.jpg,8048964660,Varn Agrochem,Jamner,Jalgaon,Kg,12/Kg
4881,onion,"A Grade Maharashtra Loose Red Onion, For Food, Onion Size Available: Medium",16,seabasetrading/red-onion.html,https://5.imimg.com/data5/SELLER/Default/2022/2/TT/EG/UH/135406449/ginger-125x125.jpg,8047301347,Seabase Trading Private Limited,Bilaspur,,Kg,16/Kg
4882,onion,"A Grade Dubai Quality Onions For Human Consumption, Onion Size Available: Large",9,exhale-international-exports/fresh-red-onions.html,https://5.imimg.com/data5/GLADMIN/Default/2021/8/ZL/KC/FE/91621256/dubai-quality-onions-125x125.jpg,7942557015,Exhale International Exports,Pune,,Kg,9/Kg
4883,onion,"A Grade Maharashtra ONION BIG SIZE EXPORT QUALITY, Packaging Size: 20 Kg, Onion Size Available: Large",11,tupe-impex-dindori/export-quality-55.html,https://5.imimg.com/data5/ANDROID/Default/2022/7/NW/PO/TR/148070302/1658897350773-jpg-125x125.jpg,8043855419,Tupe Impex,Dindori,Nashik,Kg,11/Kg
4884,onion,"A Grade Dry Organic Green Onions, For Food, Onion Size Available: Medium",30,shri-ganesh-temposervice/organic-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/3/RY/EN/WK/139023626/green-onions-125x125.jpg,8047306558,Shri Ganesh Tempo Service,Pune,,Kg,30/Kg
4885,onion,Maharashtra Dry Onion,15,onionexportcompany/onion.html,https://5.imimg.com/data5/ANDROID/Default/2021/10/ZA/ZG/GS/29832167/img-20211015-wa0007-jpg-125x125.jpg,8046079194,Onion Export Company,Yeola,Nashik,Kg,15/Kg
4886,onion,"A Grade Maharashtra Medium Red Onion, For Food, Loose",8,swaravegetablecompany/red-onion.html,https://5.imimg.com/data5/SELLER/Default/2022/5/DP/PO/AY/148603372/medium-red-onion-125x125.jpg,8047649979,Swara Vegetable Company,Nashik,,Kg,8/Kg
4887,onion,"Dry A Grade Nashik Onion, Loose, Onion Size Available: Medium",16,gatimanfarmersproducer/nashik-onion.html,https://5.imimg.com/data5/SELLER/Default/2022/11/MB/VG/SO/163334898/a-grade-nashik-onion-125x125.jpg,8047548568,Gatiman Farmers Producer Company Limited,Nashik,,Kg,16/Kg
4888,onion,"A Grade Dry 15mm Fresh Onion, For Food, Loose",4,shrikrishnaoverseas/fresh-onion.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/KG/CY/HH/162517458/product-jpeg-125x125.jpg,8047551871,Shri Krishna Overseas,Bhopal,,Kg,4/Kg
4889,onion,Medium Size Onion,10,organotradingcompany/nashik-red-onion.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/JG/LH/EI/139260298/product-jpeg-125x125.jpg,7942801170,Organo Trading Company,Yeola,Nashik,Kg,10/Kg
4890,onion,"A Grade Madhy Pradesh Onion, Net Bag, Packaging Size: 50 Kg",11,pavitra-tradersindore/fresh-red-onions.html,https://5.imimg.com/data5/ANDROID/Default/2022/8/JD/OO/VC/155102979/product-jpeg-125x125.jpg,8043850820,Pavitra Traders,Rau,Indore,Kg,11/Kg
4891,onion,"Dried Red Sukhsagar Onion, Packaging Size: 50kg Mesh / Jute Bag",12,the-capricorn/red-onion.html,https://5.imimg.com/data5/ANDROID/Default/2022/9/DF/WF/WL/18118948/product-jpeg-125x125.jpg,8047633448,The Capricorn,Hooghly,,Kg,12/Kg
4892,onion,"Maharashtra Cold Storage C grade nashik onion, Packaging Size: 50 Kg, Onion Size Available: Small",12.50,mahadevfoodproductsenterprise/organic-onion.html,https://5.imimg.com/data5/SELLER/Default/2023/2/FD/JG/AD/162085195/organic-pink-onion-125x125.jpg,7942641486,Mahadev Food Products Enterprise,Sampla,Rohtak,Kg,12.50/Kg
4893,onion,50 kg Red Onion,15,carver-farms-private-limited/nashik-red-onion.html,https://5.imimg.com/data5/ANDROID/Default/2022/12/VR/QR/WP/7420243/product-jpeg-125x125.jpg,8047532057,Carver Farms Private Limited,Nashik,,Kg,15/Kg
4894,onion,"A Grade Dry Fresh Red Onion, For Food, Onion Size Available: Medium",19,fgagro/fresh-red-onions.html,https://5.imimg.com/data5/SELLER/Default/2022/12/HU/FJ/YG/181837569/onion-3--125x125.jpg,7942790512,F G Agro,Navi Mumbai,Thane,Kg,19/Kg
4895,onion,"A Grade Dry Fresh Pink Onion, Packaging Size: 50 Kg, Onion Size Available: Large",7,maatitatvaagroindustries/fresh-onion-garlic.html,https://5.imimg.com/data5/SELLER/Default/2021/3/DF/YY/SG/86539219/pink-onion-125x125.jpg,8048989407,Maatitatva Agro Industries Private Limited,Indore,,Kg,7/Kg
4896,onion,50 kg Red Onion,15,nskfarmersproducer-company/nashik-red-onion.html,https://5.imimg.com/data5/ANDROID/Default/2022/12/BA/XS/RV/107472078/product-jpeg-125x125.jpg,8048970332,NSK Farmers Producer Company Limited,Niphad,Nashik,Kg,15/Kg
4897,onion,"A Grade Cold Storage Pickle Onion, For Food, Packaging Size: 25 Kg,50 Kg",105,jaicommercialcentre/fresh-onion.html,https://4.imimg.com/data4/FG/MD/MY-2531/pickle-onion-125x125.jpg,8048979454,Jai Commercial Centre,Chennai,,Kg,105/Kg
4898,onion,"A Grade Maharashtra Fresh Onion, Packaging Size: 50 Kg, Onion Size Available: Large",15,adinathglobalexports/fresh-cabbage.html,https://3.imimg.com/data3/KF/GA/MY-3164894/1-125x125.jpg,7942558343,Adinath Trading Company ( Atc ),New Delhi,,Kilogram,15/Kilogram
4899,onion,Indian Red Onion,12,modi-exporters/red-onion.html,https://5.imimg.com/data5/RO/YL/LE/SELLER-5005459/indian-red-onion-125x125.jpg,8048612008,Modi Exporters,Bhavnagar,,Kilogram,12/Kilogram
4900,onion,"B Grade M.P. Desi Pyaaj, Packaging Size: 30 kg, Onion Size Available: Midiam mota mix",7,shreejitradinghcompany/fresh-onion.html,https://5.imimg.com/data5/ANDROID/Default/2022/12/VY/UC/OX/78087763/product-jpeg-125x125.jpg,8048209111,Shree Ji Tradingh Company,Namli,Ratlam,Kg,7/Kg
